"N","p"
3776,1.15126296972748e-12
3777,1.39035436092573e-12
3778,1.67779212277025e-12
3779,2.02307735362755e-12
3780,2.43752189740603e-12
3781,2.93458215675746e-12
3782,3.53025224936896e-12
3783,4.24352664184138e-12
3784,5.09694405028996e-12
3785,6.11722630808604e-12
3786,7.33602810657552e-12
3787,8.79081605674653e-12
3788,1.05258984469841e-11
3789,1.25936304389805e-11
3790,1.50558233124979e-11
3791,1.79853908100043e-11
3792,2.14682707232006e-11
3793,2.56056656941807e-11
3794,3.05166538746067e-11
3795,3.63412277095079e-11
3796,4.32438278145614e-11
3797,5.14174488387465e-11
3798,6.10884055067577e-11
3799,7.25218598948958e-11
3800,8.60282256083201e-11
3801,1.01970581117236e-10
3802,1.20773243320411e-10
3803,1.42931673709321e-10
3804,1.69023913608091e-10
3805,1.99723772198753e-10
3806,2.35816021779355e-10
3807,2.7821388935401e-10
3808,3.27979172671092e-10
3809,3.86345352705784e-10
3810,4.54744123872962e-10
3811,5.34835818555459e-10
3812,6.28544264497885e-10
3813,7.38096682965199e-10
3814,8.66069313081248e-10
3815,1.01543953429841e-09
3816,1.1896453554321e-09
3817,1.39265324612887e-09
3818,1.62903540611184e-09
3819,1.90405770023857e-09
3820,2.22377963457981e-09
3821,2.59516791174644e-09
3822,3.02622528401598e-09
3823,3.52613662200428e-09
3824,4.10543433636037e-09
3825,4.7761855320099e-09
3826,5.55220354072024e-09
3827,6.44928677020443e-09
3828,7.48548812872616e-09
3829,8.68141863542833e-09
3830,1.00605892107021e-08
3831,1.16497950602635e-08
3832,1.34795475237266e-08
3833,1.55845587559615e-08
3834,1.80042851500819e-08
3835,2.07835359972781e-08
3836,2.39731545136809e-08
3837,2.76307790508626e-08
3838,3.18216930472832e-08
3839,3.66197730758135e-08
3840,4.21085452002112e-08
3841,4.83823607738041e-08
3842,5.55477037992752e-08
3843,6.37246430218102e-08
3844,7.30484430512389e-08
3845,8.36713500042163e-08
3846,9.57645684266857e-08
3847,1.09520447601231e-07
3848,1.25154896764422e-07
3849,1.42910050256346e-07
3850,1.63057205198144e-07
3851,1.8590005594271e-07
3852,2.11778251267381e-07
3853,2.41071302073064e-07
3854,2.74202869218615e-07
3855,3.11645463048125e-07
3856,3.53925588156765e-07
3857,4.01629368981234e-07
3858,4.55408693885838e-07
3859,5.15987917535237e-07
3860,5.84171163488965e-07
3861,6.60850271108289e-07
3862,7.47013433018265e-07
3863,8.43754571500537e-07
3864,9.52283504287214e-07
3865,1.07393695226225e-06
3866,1.21019044353157e-06
3867,1.3626711701717e-06
3868,1.533171855681e-06
3869,1.72366569270884e-06
3870,1.93632241199258e-06
3871,2.17352554455668e-06
3872,2.43789094008395e-06
3873,2.7322866049177e-06
3874,3.05985392335141e-06
3875,3.42403032566698e-06
3876,3.82857346574565e-06
3877,4.27758696994896e-06
3878,4.77554781730075e-06
3879,5.32733540874202e-06
3880,5.93826238032599e-06
3881,6.61410721161556e-06
3882,7.36114867618538e-06
3883,8.18620217595957e-06
3884,9.09665799507935e-06
3885,1.01005215020383e-05
3886,1.12064553208926e-05
3887,1.24238234834002e-05
3888,1.37627375639156e-05
3889,1.52341047877257e-05
3890,1.68496780912077e-05
3891,1.86221080986969e-05
3892,2.0564996966235e-05
3893,2.26929540264011e-05
3894,2.50216531512028e-05
3895,2.75678917315108e-05
3896,3.03496511517557e-05
3897,3.33861586175949e-05
3898,3.66979501720173e-05
3899,4.03069347119244e-05
3900,4.42364587926573e-05
3901,4.85113719823024e-05
3902,5.31580925009764e-05
3903,5.82046728527669e-05
3904,6.36808651296982e-05
3905,6.96181856381398e-05
3906,7.60499784686173e-05
3907,8.30114776002018e-05
3908,9.0539867100717e-05
3909,9.86743389541307e-05
3910,0.000107456148016901
3911,0.000116928663575982
3912,0.0001271374169529
3913,0.000138130144571088
3914,0.000149956825877792
3915,0.000162669715487646
3916,0.000176323368892773
3917,0.000190974661064373
3918,0.000206682797253474
3919,0.000223509315284312
3920,0.000241518078622885
3921,0.000260775259496136
3922,0.000281349311334103
3923,0.000303310929808802
3924,0.000326733001749777
3925,0.000351690541227559
3926,0.000378260612113055
3927,0.000406522236443439
3928,0.000436556287953667
3929,0.000468445370167674
3930,0.000502273678484688
3931,0.000538126845744283
3932,0.000576091770808769
3933,0.000616256429763541
3934,0.000658709669405017
3935,0.000703540982761897
3936,0.0007508402664785
3937,0.000800697559978936
3938,0.000853202766427486
3939,0.000908445355603725
3940,0.000966514048920212
3941,0.00102749648692565
3942,0.00109147887975689
3943,0.00115854564112834
3944,0.00122877900657691
3945,0.00130225863681361
3946,0.0013790612071689
3947,0.00145925998425663
3948,0.0015429243911208
3949,0.00163011956226838
3950,0.00172090589013027
3951,0.00181533856462906
3952,0.00191346710766638
3953,0.0020153349044724
3954,0.00212097873388486
3955,0.00223042829974352
3956,0.00234370576569677
3957,0.00246082529581934
3958,0.00258179260353246
3959,0.00270660451139892
3960,0.00283524852443449
3961,0.00296770241963275
3962,0.00310393385444185
3963,0.00324389999695715
3964,0.00338754718060362
3965,0.00353481058607407
3966,0.00368561395326369
3967,0.00383986932589751
3968,0.00399747683148424
3969,0.00415832449914739
3970,0.00432228811778258
3971,0.00448923113686781
3972,0.00465900461211194
3973,0.00483144719796558
3974,0.00500638518883787
3975,0.00518363261066434
3976,0.00536299136425367
3977,0.00554425142160756
3978,0.00572719107615817
3979,0.00591157724760284
3980,0.00609716584173767
3981,0.00628370216540178
3982,0.00647092139634362
3983,0.0066585491075121
3984,0.00684630184496012
3985,0.00703388775822816
3986,0.00722100728175349
3987,0.00740735386552837
3988,0.0075926147529101
3989,0.00777647180317024
3990,0.00795860235606095
3991,0.00813868013537678
3992,0.00831637618820166
3993,0.00849135985625598
3994,0.00866329977550047
3995,0.0088318648999129
3996,0.00899672554513388
3997,0.00915755444748009
3998,0.00931402783365026
3999,0.00946582649630131
4000,0.00961263687055198
4001,0.00975415210638029
4002,0.00989007313181906
4003,0.0100201097018239
4004,0.0101439814276885
4005,0.0102614187819149
4006,0.0103721640735131
4007,0.0104759723887989
4008,0.0105726124928916
4009,0.0106618676872721
4010,0.0107435366189532
4011,0.0108174340370363
4012,0.0108833914926776
4013,0.0109412579787619
4014,0.0109909005058867
4015,0.0110322046115801
4016,0.0110650748000253
4017,0.0110894349099267
4018,0.0111052284085339
4019,0.0111124186102361
4020,0.0111109888185431
4021,0.0111009423906843
4022,0.0110823027244747
4023,0.0110551131675223
4024,0.0110194368492669
4025,0.0109753564367639
4026,0.0109229738155331
4027,0.0108624096971991
4028,0.0107938031560356
4029,0.0107173110969061
4030,0.0106331076574482
4031,0.0105413835476894
4032,0.0104423453305984
4033,0.0103362146473696
4034,0.010223227391506
4035,0.0101036328360035
4036,0.0099776927181535
4037,0.0098456802866605
4038,0.00970787931592074
4039,0.00956458309242779
4040,0.00941609337835685
4041,0.00926271935743354
4042,0.00910477656821524
4043,0.00894258582990318
4044,0.00877647216576194
4045,0.0086067637291516
4046,0.00843379073707643
4047,0.00825788441602413
4048,0.00807937596471348
4049,0.00789859553818606
4050,0.00771587125747248
4051,0.00753152824883641
4052,0.00734588771635296
4053,0.00715926605131369
4054,0.00697197398167102
4055,0.00678431576444239
4056,0.00659658842369104
4057,0.00640908103638914
4058,0.00622207406815111
4059,0.00603583876050427
4060,0.00585063657104124
4061,0.00566671866747725
4062,0.00548432547631709
4063,0.0053036862865234
4064,0.00512501890827196
4065,0.00494852938658308
4066,0.00477441176933181
4067,0.00460284792886673
4068,0.0044340074362069
4069,0.00426804748654237
4070,0.00410511287453591
4071,0.00394533601771218
4072,0.00378883702602875
4073,0.00363572381554913
4074,0.00348609226398367
4075,0.0033400264057293
4076,0.00319759866392373
4077,0.00305887011693467
4078,0.00292389079662833
4079,0.00279270001570538
4080,0.00266532672135451
4081,0.00254178987245449
4082,0.00242209883755407
4083,0.0023062538108737
4084,0.0021942462436049
4085,0.00208605928782853
4086,0.00198166825043406
4087,0.00188104105449473
4088,0.00178413870563875
4089,0.00169091576105217
4090,0.00160132079885454
4091,0.0015152968857017
4092,0.00143278204059086
4093,0.00135370969296967
4094,0.00127800913338208
4095,0.00120560595501903
4096,0.00113642248467905
4097,0.00107037820178309
4098,0.00100739014422667
4099,0.000947373299991625
4100,0.000890240983576594
4101,0.000835905196440413
4102,0.000784276970784511
4103,0.000735266696128284
4104,0.000688784428255115
4105,0.000644740180225283
4106,0.000603044195265097
4107,0.000563607201448773
4108,0.000526340648190506
4109,0.000491156924658515
4110,0.000457969560310466
4111,0.000426693407830306
4112,0.000397244808820248
4113,0.000369541742668232
4114,0.000343503959070819
4115,0.000319053094744129
4116,0.000296112774901274
4117,0.000274608700113957
4118,0.00025446871920861
4119,0.000235622888874002
4120,0.000218003520677797
4121,0.000201545216204474
4122,0.00018618489103658
4123,0.000171861788305856
4124,0.000158517482540631
4125,0.000146095874531459
4126,0.000134543177928554
4127,0.000123807898272573
4128,0.000113840805145028
4129,0.000104594898106467
4130,9.60253670698711e-05
4131,8.80895477338085e-05
4132,8.07468726751451e-05
4133,7.39588186747617e-05
4134,6.76888508221739e-05
4135,6.19023639164001e-05
4136,5.65666216511966e-05
4137,5.1650694043095e-05
4138,4.71253935308032e-05
4139,4.29632101446551e-05
4140,3.91382461151367e-05
4141,3.56261502602396e-05
4142,3.24040524626745e-05
4143,2.9450498519945e-05
4144,2.67453856230726e-05
4145,2.42698986934779e-05
4146,2.20064477822576e-05
4147,1.99386067119234e-05
4148,1.80510531176502e-05
4149,1.63295100232638e-05
4150,1.47606890666158e-05
4151,1.3332235469666e-05
4152,1.20326748305307e-05
4153,1.08513617979622e-05
4154,9.7784306731804e-06
4155,8.80474796968118e-06
4156,7.92186694855123e-06
4157,7.12198413491526e-06
4158,6.39789781037379e-06
4159,5.74296846662731e-06
4160,5.15108119687431e-06
4161,4.61660999396874e-06
4162,4.13438391767542e-06
4163,3.69965508761595e-06
4164,3.30806845359863e-06
4165,2.95563329091852e-06
4166,2.63869636484274e-06
4167,2.35391670580675e-06
4168,2.09824193478531e-06
4169,1.8688860768147e-06
4170,1.66330879967784e-06
4171,1.47919601427318e-06
4172,1.31444177312144e-06
4173,1.16713140377786e-06
4174,1.03552581456616e-06
4175,9.18046910993686e-07
4176,8.13264062405912e-07
4177,7.19881559856432e-07
4178,6.3672700777146e-07
4179,5.62740593744772e-07
4180,4.96965182680406e-07
4181,4.3853718348004e-07
4182,3.8667813852529e-07
4183,3.40686988310328e-07
4184,2.99932965717293e-07
4185,2.63849076578209e-07
4186,2.31926125316824e-07
4187,2.03707246597957e-07
4188,1.78782906018509e-07
4189,1.56786334942757e-07
4190,1.37389366605963e-07
4191,1.20298642577177e-07
4192,1.05252160578178e-07
4193,9.20161364957477e-08
4194,8.03821551950501e-08
4195,7.01645864398022e-08
4196,6.11982438481686e-08
4197,5.33362663606597e-08
4198,4.64482031671983e-08
4199,4.04182844350599e-08
4200,3.51438614982003e-08
4201,3.05340014126627e-08
4202,2.65082219538068e-08
4203,2.29953542308526e-08
4204,1.99325211247964e-08
4205,1.72642207194728e-08
4206,1.49415047949154e-08
4207,1.2921243289861e-08
4208,1.11654664189896e-08
4209,9.64077685309504e-09
4210,8.3178250396792e-09
4211,7.17084136028768e-09
4212,6.17721939207703e-09
4213,5.31714506740491e-09
4214,4.57326700938336e-09
4215,3.93040376599069e-09
4216,3.37528407306766e-09
4217,2.89631664981474e-09
4218,2.4833863716414e-09
4219,2.12767397667923e-09
4220,1.82149674613417e-09
4221,1.55816785698549e-09
4222,1.33187234029894e-09
4223,1.13755779145643e-09
4224,9.7083817165414e-10
4225,8.27909214718631e-10
4226,7.05474111164595e-10
4227,6.00678283896471e-10
4228,5.1105219836895e-10
4229,4.34461265604572e-10
4230,3.6906200036631e-10
4231,3.13263690059839e-10
4232,2.65694913573039e-10
4233,2.25174324151783e-10
4234,1.90685177390469e-10
4235,1.6135314524496e-10
4236,1.36427010351861e-10
4237,1.1526188249945e-10
4238,9.73046214242479e-11
4239,8.20811877336507e-11
4240,6.91856771617748e-11
4241,5.82708229909149e-11
4242,4.90397777119373e-11
4243,4.12390082131114e-11
4244,3.46521593032023e-11
4245,2.90947584842364e-11
4246,2.4409650856297e-11
4247,2.04630670985345e-11
4248,1.71412398406404e-11
4249,1.43474946086663e-11
4250,1.19997510696237e-11
4251,1.00283786640056e-11
4252,8.37435804107065e-12
4253,6.98770612044644e-12
4254,5.82612820400458e-12
4255,4.85386545069103e-12
4256,4.04071028987238e-12
4257,3.36116606192251e-12
4258,2.79373040564652e-12
4259,2.3202847203733e-12
4260,1.9255744688441e-12
4261,1.59676720188112e-12
4262,1.32307701821491e-12
4263,1.09544575884695e-12
4264,9.06272606626238e-13
4265,7.49184946158553e-13
4266,6.18844361150004e-13
4267,5.10782527186493e-13
4268,4.21262516465411e-13
4269,3.47161683460379e-13
4270,2.85872861169856e-13
4271,2.35221078901206e-13
4272,1.93393425290937e-13
4273,1.58880033866227e-13
4274,1.30424471083127e-13
4275,1.06982065521703e-13
4276,8.76849379208763e-14
4277,7.18126803131779e-14
4278,5.87677932697693e-14
4279,4.80551271594099e-14
4280,3.92646897872213e-14
4281,3.20572817618208e-14
4282,2.61525049835732e-14
4283,2.13187609370031e-14
4284,1.73649158832233e-14
4285,1.41333611933849e-14
4286,1.14942403213113e-14
4287,9.34065046372729e-15
4288,7.58465780988561e-15
4289,6.15399130173766e-15
4290,4.9893017473842e-15
4291,4.04189158199324e-15
4292,3.27183608613537e-15
4293,2.646429906172e-15
4294,2.13890366124269e-15
4295,1.72736459444679e-15
4296,1.39392291005903e-15
4297,1.12397186959768e-15
4298,9.05595096591386e-16
4299,7.29079031453474e-16
4300,5.8651222625289e-16
4301,4.71456294396864e-16
4302,3.78675933465598e-16
4303,3.03917605822197e-16
4304,2.43728262782772e-16
4305,1.95306994246337e-16
4306,1.56383727257851e-16
4307,1.25120126358971e-16
4308,1.00028701242964e-16
4309,7.99068328568137e-17
4310,6.37830124999624e-17
4311,5.08730703796319e-17
4312,4.05445677875366e-17
4313,3.2287854973627e-17
4314,2.56925669090477e-17
4315,2.04285514349062e-17
4316,1.62304070811227e-17
4317,1.28849579975764e-17
4318,1.0221116680091e-17
4319,8.10168622957685e-18
4320,6.41673667184252e-18
4321,5.07825762834546e-18
4322,4.01584504142848e-18
4323,3.17322493092866e-18
4324,2.5054541144257e-18
4325,1.97666796176918e-18
4326,1.55826981118899e-18
4327,1.22747666494601e-18
4328,9.66152041449271e-19
4329,7.59870072750685e-19
4330,5.97165662691331e-19
4331,4.6893422152765e-19
4332,3.67951543881023e-19
4333,2.88490105949451e-19
4334,2.26012676347941e-19
4335,1.76927867727839e-19
4336,1.3839527060551e-19
4337,1.08170242738137e-19
4338,8.44803876886514e-20
4339,6.59273349717157e-20
4340,5.14087045043384e-20
4341,4.00561593417877e-20
4342,3.11862709701791e-20
4343,2.42615797144406e-20
4344,1.88597606316585e-20
4345,1.46492280819049e-20
4346,1.13698505862147e-20
4347,8.81771820435841e-21
4348,6.83312088384258e-21
4349,5.2910688310339e-21
4350,4.09382361384467e-21
4351,3.16501839992158e-21
4352,2.44503306860263e-21
4353,1.88735940593738e-21
4354,1.45574680509347e-21
4355,1.12196273732076e-21
4356,8.64037042335714e-22
4357,6.64886659262391e-22
4358,5.11239256110278e-22
4359,3.92791495134301e-22
4360,3.0155133255469e-22
4361,2.31324542242907e-22
4362,1.77314169626538e-22
4363,1.35808337781165e-22
4364,1.03937118681116e-22
4365,7.94833474979616e-23
4366,6.07355334848698e-23
4367,4.63735950020509e-23
4368,3.53801671571872e-23
4369,2.69718158286203e-23
4370,2.05457343340097e-23
4371,1.5638471986449e-23
4372,1.18940050469442e-23
4373,9.03905568905535e-24
4374,6.86402940414149e-24
4375,5.20830400780608e-24
4376,3.94888623431747e-24
4377,2.99167223842263e-24
4378,2.26471982392145e-24
4379,1.713073593644e-24
4380,1.29478785205047e-24
4381,9.77872551194889e-25
4382,7.37949982882135e-25
4383,5.56458291072593e-25
4384,4.19275335573893e-25
4385,3.15665418574055e-25
4386,2.37473788622419e-25
4387,1.78511140257272e-25
4388,1.34083680932915e-25
4389,1.00634633156152e-25
4390,7.54709719451357e-26
4391,5.65553034469292e-26
4392,4.23474863492228e-26
4393,3.16842060926603e-26
4394,2.3687482289307e-26
4395,1.76952149693352e-26
4396,1.3208504176112e-26
4397,9.85172485572224e-27
4398,7.34229346476374e-27
4399,5.46779242538534e-27
4400,4.0686759471183e-27
4401,3.0252061401571e-27
4402,2.24759274172442e-27
4403,1.66855693939459e-27
4404,1.23772793157999e-27
4405,9.17423981035247e-28
4406,6.79478481734593e-28
4407,5.02854147894474e-28
4408,3.7185109287814e-28
4409,2.74762064181892e-28
4410,2.02864076327216e-28
4411,1.49662908598819e-28
4412,1.10327520186295e-28
4413,8.12669874576854e-29
4414,5.9814307636828e-29
4415,4.39902672616647e-29
4416,3.23272460392281e-29
4417,2.37378505093597e-29
4418,1.74170513584103e-29
4419,1.27693391133199e-29
4420,9.35454656313698e-30
4421,6.84758733376846e-30
4422,5.00856048964644e-30
4423,3.66057034392235e-30
4424,2.67328380306908e-30
4425,1.95075100589924e-30
4426,1.42239121118203e-30
4427,1.03632676526778e-30
4428,7.54457515939986e-31
4429,5.48824220781138e-31
4430,3.98925814915785e-31
4431,2.89741957097288e-31
4432,2.10276626199522e-31
4433,1.52486346689505e-31
4434,1.1049210632276e-31
4435,8.00003459458656e-32
4436,5.78779022733278e-32
4437,4.18402228999537e-32
4438,3.02228539542778e-32
4439,2.1814095819947e-32
4440,1.57325531175567e-32
4441,1.13376077766132e-32
4442,8.16401637558188e-33
4443,5.87416995700156e-33
4444,4.22327474696971e-33
4445,3.03397735939184e-33
4446,2.17788775434056e-33
4447,1.5621358265223e-33
4448,1.11959827301756e-33
4449,8.01799459873479e-34
4450,5.73758848199797e-34
4451,4.10254274623976e-34
4452,2.93114228439869e-34
4453,2.09257358141427e-34
4454,1.49274151770133e-34
4455,1.06401685391811e-34
4456,7.5783107252028e-35
4457,5.39332137612925e-35
4458,3.83530729310873e-35
4459,2.7252352170103e-35
4460,1.93494115923973e-35
4461,1.37275002970956e-35
4462,9.73139438825991e-36
4463,6.89316355409763e-36
4464,4.87890064632432e-36
4465,3.45052542192518e-36
4466,2.43841902966777e-36
4467,1.72183400670136e-36
4468,1.21488184415653e-36
4469,8.56518219287736e-37
4470,6.03391177770888e-37
4471,4.2473796082789e-37
4472,2.98746588312281e-37
4473,2.09963870512268e-37
4474,1.47450384263723e-37
4475,1.0346821436689e-37
4476,7.25483752021062e-38
4477,5.08285945308951e-38
4478,3.55834596074953e-38
4479,2.4891317312644e-38
4480,1.73983161376481e-38
4481,1.21513957158801e-38
4482,8.48017282471825e-39
4483,5.91347573181876e-39
4484,4.12041058893507e-39
4485,2.86878310043717e-39
4486,1.99578824408545e-39
4487,1.38736494497393e-39
4488,9.63665846421499e-40
4489,6.68839163185942e-40
4490,4.63848741647973e-40
4491,3.21433038945924e-40
4492,2.22568691537908e-40
4493,1.53991603380288e-40
4494,1.06460720812833e-40
4495,7.35429657986954e-41
4496,5.07635793393318e-41
4497,3.50124640185887e-41
4498,2.41297287320725e-41
4499,1.66165749828422e-41
4500,1.14337811340566e-41
4501,7.86135686447889e-42
4502,5.40087846690468e-42
4503,3.70758005532972e-42
4504,2.5431729272493e-42
4505,1.74309256681354e-42
4506,1.19377972139949e-42
4507,8.16934267480632e-43
4508,5.58610612470423e-43
4509,3.81672074684245e-43
4510,2.60573776012629e-43
4511,1.77758397725114e-43
4512,1.21168192550531e-43
4513,8.25289266284245e-44
4514,5.61672046801913e-44
4515,3.81960500113237e-44
4516,2.5954526321243e-44
4517,1.76224689719694e-44
4518,1.19558202593238e-44
4519,8.10496152707991e-45
4520,5.49011545472016e-45
4521,3.71595904698587e-45
4522,2.51315493836087e-45
4523,1.69834725863218e-45
4524,1.14681296039057e-45
4525,7.73780069593965e-46
4526,5.21676552561206e-46
4527,3.51434106951889e-46
4528,2.36562168619473e-46
4529,1.59112922928183e-46
4530,1.0693610774012e-46
4531,7.18128281582377e-47
4532,4.81879453796226e-47
4533,3.23097420297904e-47
4534,2.16464785478543e-47
4535,1.44910443414887e-47
4536,9.69328008843755e-48
4537,6.47888790928563e-48
4538,4.32701877761407e-48
4539,2.88759102850731e-48
4540,1.92548952079219e-48
4541,1.28293657840634e-48
4542,8.54137422009415e-49
4543,5.68209940268259e-49
4544,3.77701230868097e-49
4545,2.50868683201695e-49
4546,1.66495675685095e-49
4547,1.10412413988608e-49
4548,7.31629606767107e-50
4549,4.84421085825991e-50
4550,3.20489043684876e-50
4551,2.11866209978147e-50
4552,1.3994859761335e-50
4553,9.23705921006886e-51
4554,6.09196231480078e-51
4555,4.01456943076317e-51
4556,2.64349810627236e-51
4557,1.73931114395942e-51
4558,1.14349371385852e-51
4559,7.51187737619269e-52
4560,4.930845389464e-52
4561,3.23409257584186e-52
4562,2.11954019588812e-52
4563,1.38799849261672e-52
4564,9.08227064929833e-53
4565,5.93824309923205e-53
4566,3.87953410320386e-53
4567,2.53255696758167e-53
4568,1.65195000901474e-53
4569,1.07669472717272e-53
4570,7.01207027327928e-54
4571,4.56307809310512e-54
4572,2.96706793901905e-54
4573,1.92776906897077e-54
4574,1.2515276014658e-54
4575,8.11864858657672e-55
4576,5.26241291136724e-55
4577,3.40834812140886e-55
4578,2.20577290077499e-55
4579,1.42638069705423e-55
4580,9.21653961550045e-56
4581,5.95056357986036e-56
4582,3.83889337233056e-56
4583,2.47463825561621e-56
4584,1.59395148267661e-56
4585,1.02587903730675e-56
4586,6.59743126634872e-57
4587,4.23946675023062e-57
4588,2.72210712437358e-57
4589,1.74645254590385e-57
4590,1.11960787573601e-57
4591,7.17187409547802e-58
4592,4.59046736875629e-58
4593,2.93588247875576e-58
4594,1.87619477985205e-58
4595,1.19804919588641e-58
4596,7.64414351360069e-59
4597,4.8734940728087e-59
4598,3.10462722254246e-59
4599,1.97622262831184e-59
4600,1.25695474142762e-59
4601,7.98841756771104e-60
4602,5.07293384692603e-60
4603,3.21895526932419e-60
4604,2.04092932043005e-60
4605,1.29299917211252e-60
4606,8.18513347592299e-61
4607,5.17738546937231e-61
4608,3.27229485059353e-61
4609,2.06657670421751e-61
4610,1.30409064727899e-61
4611,8.22282711860149e-62
4612,5.18073818653978e-62
4613,3.26151376599784e-62
4614,2.05165271456066e-62
4615,1.28957178700967e-62
4616,8.09923902039579e-63
4617,5.08276352967961e-63
4618,3.18722386610143e-63
4619,1.99701894442489e-63
4620,1.25028416495651e-63
4621,7.82153845089715e-64
4622,4.88914056923335e-64
4623,3.05372360713194e-64
4624,1.90582829165822e-64
4625,1.18848753515146e-64
4626,7.40563474955674e-65
4627,4.61091078454858e-65
4628,2.86858617243917e-65
4629,1.78322362873623e-65
4630,1.107644575998e-65
4631,6.87466789537907e-66
4632,4.2634353391159e-66
4633,2.64194806282645e-66
4634,1.63585755900774e-66
4635,1.01209967660626e-66
4636,6.25687754908842e-67
4637,3.86499174670268e-67
4638,2.38559111559448e-67
4639,1.47129563376364e-67
4640,9.06693203050432e-68
4641,5.58312340650818e-68
4642,3.43518811746215e-68
4643,2.11193345196067e-68
4644,1.29737736706444e-68
4645,7.96358767478261e-69
4646,4.88435870930381e-69
4647,2.99338549754238e-69
4648,1.83304885227446e-69
4649,1.12160954174337e-69
4650,6.85749649374773e-70
4651,4.18934100606127e-70
4652,2.55730205208926e-70
4653,1.55982010497011e-70
4654,9.50655464611525e-71
4655,5.78932471144535e-71
4656,3.52280634495144e-71
4657,2.14193214203129e-71
4658,1.30130380377114e-71
4659,7.89964763325856e-72
4660,4.79173448987319e-72
4661,2.9042483614435e-72
4662,1.75885775296606e-72
4663,1.06434791816184e-72
4664,6.43565006520734e-73
4665,3.88827625188921e-73
4666,2.3473490002549e-73
4667,1.41597000179991e-73
4668,8.53466055004959e-74
4669,5.14013162147244e-74
4670,3.09327114556238e-74
4671,1.86001942397505e-74
4672,1.11756471866051e-74
4673,6.70939831736505e-75
4674,4.02485401815027e-75
4675,2.4125278251091e-75
4676,1.44494110064684e-75
4677,8.64736018640048e-76
4678,5.17097596744695e-76
4679,3.0897051092875e-76
4680,1.844663094512e-76
4681,1.1004557362806e-76
4682,6.55969375691553e-77
4683,3.90705920260603e-77
4684,2.32526168724887e-77
4685,1.38276720583472e-77
4686,8.21640186550235e-78
4687,4.87831247260929e-78
4688,2.89409560071567e-78
4689,1.71558176607122e-78
4690,1.01616734731679e-78
4691,6.01415046292204e-79
4692,3.55662893304271e-79
4693,2.10163849195964e-79
4694,1.24088814183272e-79
4695,7.32086490288892e-80
4696,4.31566040406636e-80
4697,2.54206833061586e-80
4698,1.49617446438224e-80
4699,8.79897920952882e-81
4700,5.17055728741347e-81
4701,3.03596947487882e-81
4702,1.78119884463597e-81
4703,1.04419675856657e-81
4704,6.11655918745161e-82
4705,3.58003196485856e-82
4706,2.09373387623382e-82
4707,1.22351946582333e-82
4708,7.14422441465249e-83
4709,4.16825297223951e-83
4710,2.43000852985711e-83
4711,1.41552078420218e-83
4712,8.23909289621734e-84
4713,4.79178384325204e-84
4714,2.78464400528616e-84
4715,1.61695063928663e-84
4716,9.38163286805398e-85
4717,5.43894502656404e-85
4718,3.15068831695417e-85
4719,1.8236887830518e-85
4720,1.05475233531669e-85
4721,6.0954352462767e-86
4722,3.5197626560165e-86
4723,2.03084342132311e-86
4724,1.17083010001829e-86
4725,6.74474706039256e-87
4726,3.88232402484404e-87
4727,2.23291498201608e-87
4728,1.283236975835e-87
4729,7.36878329309316e-88
4730,4.22803836237231e-88
4731,2.42402023812257e-88
4732,1.38863377526191e-88
4733,7.94864937829118e-89
4734,4.54624736433202e-89
4735,2.59816580596886e-89
4736,1.48366111475248e-89
4737,8.46557749558505e-90
4738,4.82650167310769e-90
4739,2.74955430119409e-90
4740,1.56511438086142e-90
4741,8.90192182588767e-91
4742,5.05912436957782e-91
4743,2.87290188004031e-91
4744,1.63012182182001e-91
4745,9.24215251612153e-92
4746,5.23576294623647e-92
4747,2.96374316783998e-92
4748,1.67631208047339e-92
4749,9.47377081218851e-93
4750,5.34988609833036e-93
4751,3.0186991439251e-93
4752,1.70195758777961e-93
4753,9.5880703747362e-94
4754,5.39718422290248e-94
4755,3.03568561393282e-94
4756,1.70608174375141e-94
4757,9.58068019209583e-95
4758,5.37583941485574e-95
4759,3.01404434967344e-95
4760,1.68852062015514e-95
4761,9.4518419124512e-96
4762,5.2866413868876e-96
4763,2.95458539680824e-96
4764,1.64993375173642e-96
4765,9.20639707162356e-97
4766,5.1329390120189e-97
4767,2.85953676135191e-97
4768,1.59176302754759e-97
4769,8.85348512278178e-98
4770,4.92043163095116e-98
4771,2.73240583100824e-98
4772,1.51614325446463e-98
4773,8.40597852663897e-99
4774,4.65681825700118e-99
4775,2.57776454957097e-99
4776,1.42577212809751e-99
4777,7.87970358931246e-100
4778,4.35133478449377e-100
4779,2.40097669018934e-100
4780,1.32375065272457e-100
4781,7.29251279025724e-101
4782,4.01421797106107e-101
4783,2.20788989474608e-101
4784,1.21340715782272e-101
4785,6.66328429670652e-102
4786,3.65613947173788e-102
4787,2.00451705748904e-102
4788,1.09811877928924e-102
4789,6.01092641949602e-103
4790,3.28765324682207e-103
4791,1.79673103876035e-103
4792,9.81143601107334e-104
4793,5.35345913424934e-104
4794,2.91869549876376e-104
4795,1.58999381567635e-104
4796,8.65474749924953e-105
4797,4.70723259670026e-105
4798,2.55816866161615e-105
4799,1.38913648916698e-105
4800,7.53724899901681e-106
4801,4.08632565538245e-106
4802,2.21363097600141e-106
4803,1.19820072880894e-106
4804,6.48046264773366e-107
4805,3.50214795508197e-107
4806,1.89110212508449e-107
